id,source,start_t,end_t,p_ratio
16330,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,368.0,369.0,1.0
16331,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,369.0,370.0,1.0
16332,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,370.0,371.0,1.0
16333,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,371.0,372.0,1.0
16334,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,372.0,373.0,1.0
16335,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,373.0,374.0,1.0
16336,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,374.0,375.0,1.0
16337,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,375.0,376.0,1.0
16338,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,376.0,377.0,1.0
16339,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,377.0,378.0,1.0
16340,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,378.0,379.0,1.0
16341,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,379.0,380.0,1.0
16342,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,380.0,381.0,1.0
16343,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,381.0,382.0,1.0
16344,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,382.0,383.0,1.0
16345,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,383.0,384.0,1.0
16346,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,384.0,385.0,1.0
16347,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,385.0,386.0,1.0
16348,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,386.0,387.0,1.0
16349,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,387.0,388.0,1.0
16350,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,388.0,389.0,0.49
16351,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,389.0,390.0,0.0
16352,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,390.0,391.0,0.0
16353,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,391.0,392.0,0.0
16354,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,392.0,393.0,0.0
16355,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,393.0,394.0,0.0
16356,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,394.0,395.0,0.0
16357,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,395.0,396.0,0.0
16358,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,396.0,397.0,0.0
16359,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,397.0,398.0,0.0
16360,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,398.0,399.0,0.0
16361,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,399.0,400.0,0.0
16362,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,400.0,401.0,0.0
16363,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,401.0,402.0,0.0
16364,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,402.0,403.0,0.0
16365,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,403.0,404.0,0.0
16366,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,404.0,405.0,0.0
16367,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,405.0,406.0,0.0
16368,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,406.0,407.0,0.0
16369,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,407.0,408.0,0.0
16370,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,408.0,409.0,0.0
16371,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,409.0,410.0,0.0
16372,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,410.0,411.0,0.0
16373,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,411.0,412.0,0.96
16374,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,412.0,413.0,1.0
16375,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,413.0,414.0,1.0
16376,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,414.0,415.0,1.0
16377,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,415.0,416.0,1.0
16378,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,416.0,417.0,1.0
16379,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,417.0,418.0,1.0
16380,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,418.0,419.0,1.0
16381,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,419.0,420.0,1.0
16382,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,420.0,421.0,1.0
16383,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,421.0,422.0,1.0
16384,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,422.0,423.0,1.0
16385,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,423.0,424.0,1.0
16386,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,424.0,425.0,1.0
16387,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,425.0,426.0,1.0
16388,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,426.0,427.0,1.0
16389,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,427.0,428.0,0.53
16390,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,428.0,429.0,0.0
16391,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,429.0,430.0,0.0
16392,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,430.0,431.0,0.0
16393,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,431.0,432.0,0.0
16394,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,432.0,433.0,0.0
16395,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,433.0,434.0,0.0
16396,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,434.0,435.0,0.0
16397,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,435.0,436.0,0.0
16398,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,436.0,437.0,0.0
16399,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,437.0,438.0,0.0
16400,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,438.0,439.0,0.0
16401,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,439.0,440.0,0.0
16402,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,440.0,441.0,0.0
16403,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,441.0,442.0,0.0
16404,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,442.0,443.0,0.0
16405,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,443.0,444.0,0.0
16406,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,444.0,445.0,0.0
16407,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,445.0,446.0,0.0
16408,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,446.0,447.0,0.0
16409,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,447.0,448.0,0.0
16410,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,448.0,449.0,0.0
16411,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,449.0,450.0,0.0
16412,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,450.0,451.0,0.0
16413,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,451.0,452.0,0.0
16414,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,452.0,453.0,0.0
16415,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,453.0,454.0,0.0
16416,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,454.0,455.0,0.0
16417,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,455.0,456.0,0.0
16418,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,456.0,457.0,0.0
16419,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,457.0,458.0,0.0
16420,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,458.0,459.0,0.0
16421,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,459.0,460.0,0.0
16422,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,460.0,461.0,0.0
16423,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,461.0,462.0,0.0
16424,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,462.0,463.0,0.0
16425,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,463.0,464.0,0.0
16426,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,464.0,465.0,0.0
16427,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,465.0,466.0,0.0
16428,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,466.0,467.0,0.0
16429,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,467.0,468.0,0.0
16430,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,468.0,469.0,0.0
16431,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,469.0,470.0,0.03
16432,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,470.0,471.0,1.0
16433,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,471.0,472.0,1.0
16434,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,472.0,473.0,1.0
16435,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,473.0,474.0,1.0
16436,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,474.0,475.0,1.0
16437,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,475.0,476.0,1.0
16438,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,476.0,477.0,1.0
16439,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,477.0,478.0,1.0
16440,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,478.0,479.0,1.0
16441,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,479.0,480.0,0.82
16442,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,480.0,481.0,0.0
16443,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,481.0,482.0,0.0
16444,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,482.0,483.0,0.0
16445,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,483.0,484.0,0.0
16446,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,484.0,485.0,0.0
16447,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,485.0,486.0,0.98
16448,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,486.0,487.0,1.0
16449,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,487.0,488.0,1.0
16450,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,488.0,489.0,1.0
16451,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,489.0,490.0,1.0
16452,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,490.0,491.0,1.0
16453,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,491.0,492.0,1.0
16454,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,492.0,493.0,1.0
16455,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,493.0,494.0,1.0
16456,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,494.0,495.0,1.0
16457,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,495.0,496.0,1.0
16458,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,496.0,497.0,1.0
16459,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,497.0,498.0,0.84
16460,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,498.0,499.0,0.0
16461,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,499.0,500.0,0.0
16462,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,500.0,501.0,0.0
16463,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,501.0,502.0,0.0
16464,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,502.0,503.0,0.0
16465,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,503.0,504.0,0.0
16466,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,504.0,505.0,0.0
16467,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,505.0,506.0,0.0
16468,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,506.0,507.0,0.0
16469,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,507.0,508.0,0.0
16470,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,508.0,509.0,0.0
16471,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,509.0,510.0,0.0
16472,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,510.0,511.0,0.0
16473,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,511.0,512.0,0.0
16474,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,512.0,513.0,0.0
16475,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,513.0,514.0,0.0
16476,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,514.0,515.0,0.0
16477,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,515.0,516.0,0.0
16478,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,516.0,517.0,0.0
16479,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,517.0,518.0,0.0
16480,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,518.0,519.0,0.0
16481,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,519.0,520.0,0.0
16482,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,520.0,521.0,0.0
16483,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,521.0,522.0,0.0
16484,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,522.0,523.0,0.0
16485,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,523.0,524.0,0.0
16486,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,524.0,525.0,0.0
16487,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,525.0,526.0,0.0
16488,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,526.0,527.0,0.46
16489,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,527.0,528.0,1.0
16490,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,528.0,529.0,1.0
16491,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,529.0,530.0,1.0
16492,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,530.0,531.0,1.0
16493,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,531.0,532.0,1.0
16494,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,532.0,533.0,0.46
16495,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,533.0,534.0,0.0
16496,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,534.0,535.0,0.0
16497,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,535.0,536.0,0.0
16498,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,536.0,537.0,0.0
16499,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,537.0,538.0,0.0
16500,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,538.0,539.0,0.0
16501,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,539.0,540.0,0.0
16502,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,540.0,541.0,0.0
16503,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,541.0,542.0,0.0
16504,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,542.0,543.0,0.0
16505,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,543.0,544.0,0.0
16506,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,544.0,545.0,0.0
16507,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,545.0,546.0,0.0
16508,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,546.0,547.0,0.0
16509,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,547.0,548.0,0.0
16510,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,548.0,549.0,0.0
16511,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,549.0,550.0,0.0
16512,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,550.0,551.0,0.0
16513,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,551.0,552.0,0.0
16514,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,552.0,553.0,0.0
16515,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,553.0,554.0,0.0
16516,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,554.0,555.0,0.0
16517,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,555.0,556.0,0.0
16518,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,556.0,557.0,0.28
16519,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,557.0,558.0,1.0
16520,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,558.0,559.0,1.0
16521,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,559.0,560.0,1.0
16522,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,560.0,561.0,1.0
16523,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,561.0,562.0,0.83
16524,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,562.0,563.0,0.0
16525,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,563.0,564.0,0.0
16526,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,564.0,565.0,0.0
16527,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,565.0,566.0,0.0
16528,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,566.0,567.0,0.0
16529,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,567.0,568.0,0.0
16530,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,568.0,569.0,0.0
16531,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,569.0,570.0,0.0
16532,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,570.0,571.0,0.0
16533,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,571.0,572.0,0.0
16534,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,572.0,573.0,0.0
16535,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,573.0,574.0,0.0
16536,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,574.0,575.0,0.0
16537,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,575.0,576.0,0.0
16538,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,576.0,577.0,0.0
16539,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,577.0,578.0,0.0
16540,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,578.0,579.0,0.0
16541,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,579.0,580.0,0.0
16542,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,580.0,581.0,0.0
16543,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,581.0,582.0,0.0
16544,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,582.0,583.0,0.5
16545,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,583.0,584.0,1.0
16546,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,584.0,585.0,1.0
16547,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,0.0,1.0,0.0
16548,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,1.0,2.0,0.0
16549,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,2.0,3.0,0.0
16550,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,3.0,4.0,0.0
16551,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,4.0,5.0,0.0
16552,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,5.0,6.0,0.0
16553,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,6.0,7.0,0.0
16554,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,7.0,8.0,0.0
16555,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,8.0,9.0,0.0
16556,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,9.0,10.0,0.0
16557,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,10.0,11.0,0.0
16558,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,11.0,12.0,0.0
16559,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,12.0,13.0,0.0
16560,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,13.0,14.0,0.0
16561,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,14.0,15.0,0.04
16562,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,15.0,16.0,1.0
16563,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,16.0,17.0,1.0
16564,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,17.0,18.0,1.0
16565,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,18.0,19.0,0.91
16566,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,19.0,20.0,0.0
16567,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,20.0,21.0,0.0
16568,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,21.0,22.0,0.0
16569,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,22.0,23.0,0.0
16570,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,23.0,24.0,0.0
16571,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,24.0,25.0,0.0
16572,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,25.0,26.0,0.0
16573,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,26.0,27.0,0.0
16574,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,27.0,28.0,0.51
16575,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,28.0,29.0,1.0
16576,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,29.0,30.0,0.98
16577,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,30.0,31.0,0.0
16578,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,31.0,32.0,0.0
16579,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,32.0,33.0,0.0
16580,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,33.0,34.0,0.0
16581,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,34.0,35.0,0.0
16582,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,35.0,36.0,0.0
16583,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,36.0,37.0,0.0
16584,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,37.0,38.0,0.0
16585,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,38.0,39.0,0.0
16586,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,39.0,40.0,0.0
16587,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,40.0,41.0,0.0
16588,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,41.0,42.0,0.0
16589,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,42.0,43.0,0.0
16590,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,43.0,44.0,0.0
16591,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,44.0,45.0,0.0
16592,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,45.0,46.0,0.0
16593,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,46.0,47.0,0.0
16594,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,47.0,48.0,0.0
16595,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,48.0,49.0,0.0
16596,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,49.0,50.0,0.0
16597,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,50.0,51.0,0.0
16598,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,51.0,52.0,0.0
16599,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,52.0,53.0,0.0
16600,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,53.0,54.0,1.0
16601,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,54.0,55.0,1.0
16602,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,55.0,56.0,0.97
16603,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_30_00.wav,56.0,57.0,0.0
